State,level_1,Date,Total,Category,lag_1,lag_7,lag_30,rolling_mean_4,month,week_of_year
Minnesota,183,2023-04-09,158004187.0,Beverages,145671349.0,0.0,152012109.0,76356292.5,4,14
Minnesota,184,2023-04-16,0.0,Beverages,158004187.0,0.0,0.0,75918884.0,4,15
Minnesota,185,2023-04-23,0.0,Beverages,0.0,150408045.0,0.0,75918884.0,4,16
Minnesota,186,2023-04-30,0.0,Beverages,0.0,159753821.0,147925689.0,75918884.0,4,17
Minnesota,187,2023-05-07,168499755.0,Beverages,0.0,0.0,149476006.0,39501046.75,5,18
Mississippi,30,2020-05-03,80084004.0,Beverages,0.0,0.0,44056171.0,37844045.0,5,18
Mississippi,31,2020-05-10,80520035.0,Beverages,80084004.0,0.0,0.0,38501132.25,5,19
Mississippi,32,2020-05-17,0.0,Beverages,80520035.0,0.0,0.0,40151009.75,5,20
Mississippi,33,2020-05-24,0.0,Beverages,0.0,77455655.0,0.0,40151009.75,5,21
Mississippi,34,2020-05-31,0.0,Beverages,0.0,73920525.0,36599073.0,40151009.75,5,22
Mississippi,35,2020-06-07,85302924.0,Beverages,0.0,0.0,38349706.0,20130008.75,6,23
Mississippi,36,2020-06-14,0.0,Beverages,85302924.0,0.0,0.0,21325731.0,6,24
Mississippi,37,2020-06-21,0.0,Beverages,0.0,80084004.0,0.0,21325731.0,6,25
Mississippi,38,2020-06-28,0.0,Beverages,0.0,80520035.0,37637324.0,21325731.0,6,26
Mississippi,39,2020-07-05,88490037.0,Beverages,0.0,0.0,36069396.0,21325731.0,7,27
Mississippi,40,2020-07-12,84387136.0,Beverages,88490037.0,0.0,0.0,22122509.25,7,28
Mississippi,41,2020-07-19,0.0,Beverages,84387136.0,0.0,0.0,43219293.25,7,29
Mississippi,42,2020-07-26,0.0,Beverages,0.0,85302924.0,0.0,43219293.25,7,30
Mississippi,43,2020-08-02,84643249.0,Beverages,0.0,0.0,68052452.0,43219293.25,8,31
Mississippi,44,2020-08-09,88015157.0,Beverages,84643249.0,0.0,70894239.0,42257596.25,8,32
Mississippi,45,2020-08-16,0.0,Beverages,88015157.0,0.0,0.0,43164601.5,8,33
Mississippi,46,2020-08-23,0.0,Beverages,0.0,88490037.0,0.0,43164601.5,8,34
Mississippi,47,2020-08-30,0.0,Beverages,0.0,84387136.0,70528160.0,43164601.5,8,35
Mississippi,48,2020-09-06,88797296.0,Beverages,0.0,0.0,71994582.0,22003789.25,9,36
Mississippi,49,2020-09-13,0.0,Beverages,88797296.0,0.0,0.0,22199324.0,9,37
Mississippi,50,2020-09-20,0.0,Beverages,0.0,84643249.0,0.0,22199324.0,9,38
Mississippi,51,2020-09-27,0.0,Beverages,0.0,88015157.0,74436058.0,22199324.0,9,39
Mississippi,52,2020-10-04,84063070.0,Beverages,0.0,0.0,76961885.0,22199324.0,10,40
Mississippi,53,2020-10-11,82272528.0,Beverages,84063070.0,0.0,0.0,21015767.5,10,41
Mississippi,54,2020-10-18,0.0,Beverages,82272528.0,0.0,0.0,41583899.5,10,42
Mississippi,55,2020-10-25,0.0,Beverages,0.0,88797296.0,0.0,41583899.5,10,43
Mississippi,56,2020-11-01,75112491.0,Beverages,0.0,0.0,77455655.0,41583899.5,11,44
Mississippi,57,2020-11-08,78938981.0,Beverages,75112491.0,0.0,73920525.0,39346254.75,11,45
Mississippi,58,2020-11-15,0.0,Beverages,78938981.0,0.0,0.0,38512868.0,11,46
Mississippi,59,2020-11-22,0.0,Beverages,0.0,84063070.0,0.0,38512868.0,11,47
Mississippi,60,2020-11-29,0.0,Beverages,0.0,82272528.0,80084004.0,38512868.0,11,48
Mississippi,61,2020-12-06,72702237.0,Beverages,0.0,0.0,80520035.0,19734745.25,12,49
Mississippi,62,2020-12-13,0.0,Beverages,72702237.0,0.0,0.0,18175559.25,12,50
Mississippi,63,2020-12-20,0.0,Beverages,0.0,75112491.0,0.0,18175559.25,12,51
Mississippi,64,2020-12-27,0.0,Beverages,0.0,78938981.0,0.0,18175559.25,12,52
Mississippi,65,2021-01-03,72374353.0,Beverages,0.0,0.0,85302924.0,18175559.25,1,53
Mississippi,66,2021-01-10,74935324.0,Beverages,72374353.0,0.0,0.0,18093588.25,1,1
Mississippi,67,2021-01-17,0.0,Beverages,74935324.0,0.0,0.0,36827419.25,1,2
Mississippi,68,2021-01-24,0.0,Beverages,0.0,72702237.0,0.0,36827419.25,1,3
Mississippi,69,2021-01-31,0.0,Beverages,0.0,0.0,88490037.0,36827419.25,1,4
Mississippi,70,2021-02-07,73886810.0,Beverages,0.0,0.0,84387136.0,18733831.0,2,5
Mississippi,71,2021-02-14,0.0,Beverages,73886810.0,0.0,0.0,18471702.5,2,6
Mississippi,72,2021-02-21,0.0,Beverages,0.0,72374353.0,0.0,18471702.5,2,7
Mississippi,73,2021-02-28,0.0,Beverages,0.0,74935324.0,84643249.0,18471702.5,2,8
Mississippi,74,2021-03-07,77050481.0,Beverages,0.0,0.0,88015157.0,18471702.5,3,9
Mississippi,75,2021-03-14,0.0,Beverages,77050481.0,0.0,0.0,19262620.25,3,10
Mississippi,76,2021-03-21,0.0,Beverages,0.0,0.0,0.0,19262620.25,3,11
Mississippi,77,2021-03-28,0.0,Beverages,0.0,73886810.0,0.0,19262620.25,3,12
Mississippi,78,2021-04-04,78613964.0,Beverages,0.0,0.0,88797296.0,19262620.25,4,13
Mississippi,79,2021-04-11,75948633.0,Beverages,78613964.0,0.0,0.0,19653491.0,4,14
Mississippi,80,2021-04-18,0.0,Beverages,75948633.0,0.0,0.0,38640649.25,4,15
Mississippi,81,2021-04-25,0.0,Beverages,0.0,77050481.0,0.0,38640649.25,4,16
Mississippi,82,2021-05-02,80162039.0,Beverages,0.0,0.0,84063070.0,38640649.25,5,17
Mississippi,83,2021-05-09,83166644.0,Beverages,80162039.0,0.0,82272528.0,39027668.0,5,18
Mississippi,84,2021-05-16,0.0,Beverages,83166644.0,0.0,0.0,40832170.75,5,19
Mississippi,85,2021-05-23,0.0,Beverages,0.0,78613964.0,0.0,40832170.75,5,20
Mississippi,86,2021-05-30,0.0,Beverages,0.0,75948633.0,75112491.0,40832170.75,5,21
Mississippi,87,2021-06-06,84919031.0,Beverages,0.0,0.0,78938981.0,20791661.0,6,22
Mississippi,88,2021-06-13,0.0,Beverages,84919031.0,0.0,0.0,21229757.75,6,23
Mississippi,89,2021-06-20,0.0,Beverages,0.0,80162039.0,0.0,21229757.75,6,24
Mississippi,90,2021-06-27,0.0,Beverages,0.0,83166644.0,0.0,21229757.75,6,25
Mississippi,91,2021-07-04,89465561.0,Beverages,0.0,0.0,72702237.0,21229757.75,7,26
Mississippi,92,2021-07-11,83019370.0,Beverages,89465561.0,0.0,0.0,22366390.25,7,27
Mississippi,93,2021-07-18,0.0,Beverages,83019370.0,0.0,0.0,43121232.75,7,28
Mississippi,94,2021-07-25,0.0,Beverages,0.0,84919031.0,0.0,43121232.75,7,29
Mississippi,95,2021-08-01,87989100.0,Beverages,0.0,0.0,72374353.0,43121232.75,8,30
Mississippi,96,2021-08-08,90401766.0,Beverages,87989100.0,0.0,74935324.0,42752117.5,8,31
Mississippi,97,2021-08-15,0.0,Beverages,90401766.0,0.0,0.0,44597716.5,8,32
Mississippi,98,2021-08-22,0.0,Beverages,0.0,89465561.0,0.0,44597716.5,8,33
Mississippi,99,2021-08-29,0.0,Beverages,0.0,83019370.0,0.0,44597716.5,8,34
Mississippi,100,2021-09-05,90661871.0,Beverages,0.0,0.0,73886810.0,22600441.5,9,35
Mississippi,101,2021-09-12,87545104.0,Beverages,90661871.0,0.0,0.0,22665467.75,9,36
Mississippi,102,2021-09-19,0.0,Beverages,87545104.0,87989100.0,0.0,44551743.75,9,37
Mississippi,103,2021-09-26,0.0,Beverages,0.0,90401766.0,0.0,44551743.75,9,38
Mississippi,104,2021-10-03,81310913.0,Beverages,0.0,0.0,77050481.0,44551743.75,10,39
Mississippi,105,2021-10-10,84218998.0,Beverages,81310913.0,0.0,0.0,42214004.25,10,40
Mississippi,106,2021-10-17,0.0,Beverages,84218998.0,0.0,0.0,41382477.75,10,41
Mississippi,107,2021-10-24,0.0,Beverages,0.0,90661871.0,0.0,41382477.75,10,42
Mississippi,108,2021-10-31,0.0,Beverages,0.0,87545104.0,78613964.0,41382477.75,10,43
Mississippi,109,2021-11-07,81938578.0,Beverages,0.0,0.0,75948633.0,21054749.5,11,44
Mississippi,110,2021-11-14,0.0,Beverages,81938578.0,0.0,0.0,20484644.5,11,45
Mississippi,111,2021-11-21,0.0,Beverages,0.0,81310913.0,0.0,20484644.5,11,46
Mississippi,112,2021-11-28,0.0,Beverages,0.0,84218998.0,80162039.0,20484644.5,11,47
Mississippi,113,2021-12-05,76082822.0,Beverages,0.0,0.0,83166644.0,20484644.5,12,48
Mississippi,114,2021-12-12,77581164.0,Beverages,76082822.0,0.0,0.0,19020705.5,12,49
Mississippi,115,2021-12-19,0.0,Beverages,77581164.0,0.0,0.0,38415996.5,12,50
Mississippi,116,2021-12-26,0.0,Beverages,0.0,81938578.0,0.0,38415996.5,12,51
Mississippi,117,2022-01-02,110968258.0,Beverages,0.0,0.0,84919031.0,38415996.5,1,52
Mississippi,118,2022-01-09,112145741.0,Beverages,110968258.0,0.0,0.0,47137355.5,1,1
Mississippi,119,2022-01-16,0.0,Beverages,112145741.0,0.0,0.0,55778499.75,1,2
Mississippi,120,2022-01-23,0.0,Beverages,0.0,76082822.0,0.0,55778499.75,1,3
Mississippi,121,2022-01-30,0.0,Beverages,0.0,77581164.0,89465561.0,55778499.75,1,4
Mississippi,122,2022-02-06,113290910.0,Beverages,0.0,0.0,83019370.0,28036435.25,2,5
Mississippi,123,2022-02-13,0.0,Beverages,113290910.0,0.0,0.0,28322727.5,2,6
Mississippi,124,2022-02-20,0.0,Beverages,0.0,110968258.0,0.0,28322727.5,2,7
Mississippi,125,2022-02-27,0.0,Beverages,0.0,112145741.0,87989100.0,28322727.5,2,8
Mississippi,126,2022-03-06,123696413.0,Beverages,0.0,0.0,90401766.0,28322727.5,3,9
Mississippi,127,2022-03-13,0.0,Beverages,123696413.0,0.0,0.0,30924103.25,3,10
Mississippi,128,2022-03-20,0.0,Beverages,0.0,0.0,0.0,30924103.25,3,11
Mississippi,129,2022-03-27,0.0,Beverages,0.0,113290910.0,0.0,30924103.25,3,12
Mississippi,130,2022-04-03,122095739.0,Beverages,0.0,0.0,90661871.0,30924103.25,4,13
Mississippi,131,2022-04-10,125207942.0,Beverages,122095739.0,0.0,87545104.0,30523934.75,4,14
Mississippi,132,2022-04-17,0.0,Beverages,125207942.0,0.0,0.0,61825920.25,4,15
Mississippi,133,2022-04-24,0.0,Beverages,0.0,123696413.0,0.0,61825920.25,4,16
Mississippi,134,2022-05-01,126600178.0,Beverages,0.0,0.0,81310913.0,61825920.25,5,17
Mississippi,135,2022-05-08,128793331.0,Beverages,126600178.0,0.0,84218998.0,62952030.0,5,18
Mississippi,136,2022-05-15,0.0,Beverages,128793331.0,0.0,0.0,63848377.25,5,19
Mississippi,137,2022-05-22,0.0,Beverages,0.0,122095739.0,0.0,63848377.25,5,20
Mississippi,138,2022-05-29,0.0,Beverages,0.0,125207942.0,0.0,63848377.25,5,21
Mississippi,139,2022-06-05,128096228.0,Beverages,0.0,0.0,81938578.0,32198332.75,6,22
Mississippi,140,2022-06-12,129274780.0,Beverages,128096228.0,0.0,0.0,32024057.0,6,23
Mississippi,141,2022-06-19,0.0,Beverages,129274780.0,126600178.0,0.0,64342752.0,6,24
Mississippi,142,2022-06-26,0.0,Beverages,0.0,128793331.0,0.0,64342752.0,6,25
Mississippi,143,2022-07-03,136207450.0,Beverages,0.0,0.0,76082822.0,64342752.0,7,26
Mississippi,144,2022-07-10,130807997.0,Beverages,136207450.0,0.0,77581164.0,66370557.5,7,27
Mississippi,145,2022-07-17,0.0,Beverages,130807997.0,0.0,0.0,66753861.75,7,28
Mississippi,146,2022-07-24,0.0,Beverages,0.0,128096228.0,0.0,66753861.75,7,29
Mississippi,147,2022-07-31,0.0,Beverages,0.0,129274780.0,110968258.0,66753861.75,7,30
Mississippi,148,2022-08-07,137049614.0,Beverages,0.0,0.0,112145741.0,32701999.25,8,31
Mississippi,149,2022-08-14,0.0,Beverages,137049614.0,0.0,0.0,34262403.5,8,32
Mississippi,150,2022-08-21,0.0,Beverages,0.0,136207450.0,0.0,34262403.5,8,33
Mississippi,151,2022-08-28,0.0,Beverages,0.0,130807997.0,0.0,34262403.5,8,34
Mississippi,152,2022-09-04,138658756.0,Beverages,0.0,0.0,113290910.0,34262403.5,9,35
Mississippi,153,2022-09-11,133104584.0,Beverages,138658756.0,0.0,0.0,34664689.0,9,36
Mississippi,154,2022-09-18,0.0,Beverages,133104584.0,0.0,0.0,67940835.0,9,37
Mississippi,155,2022-09-25,0.0,Beverages,0.0,137049614.0,0.0,67940835.0,9,38
Mississippi,156,2022-10-02,129796112.0,Beverages,0.0,0.0,123696413.0,67940835.0,10,39
Mississippi,157,2022-10-09,130359054.0,Beverages,129796112.0,0.0,0.0,65725174.0,10,40
Mississippi,158,2022-10-16,0.0,Beverages,130359054.0,0.0,0.0,65038791.5,10,41
Mississippi,159,2022-10-23,0.0,Beverages,0.0,138658756.0,0.0,65038791.5,10,42
Mississippi,160,2022-10-30,0.0,Beverages,0.0,133104584.0,122095739.0,65038791.5,10,43
Mississippi,161,2022-11-06,124153469.0,Beverages,0.0,0.0,125207942.0,32589763.5,11,44
Mississippi,162,2022-11-13,0.0,Beverages,124153469.0,0.0,0.0,31038367.25,11,45
Mississippi,163,2022-11-20,0.0,Beverages,0.0,129796112.0,0.0,31038367.25,11,46
Mississippi,164,2022-11-27,0.0,Beverages,0.0,130359054.0,126600178.0,31038367.25,11,47
Mississippi,165,2022-12-04,115121332.0,Beverages,0.0,0.0,128793331.0,31038367.25,12,48
Mississippi,166,2022-12-11,117254143.0,Beverages,115121332.0,0.0,0.0,28780333.0,12,49
Mississippi,167,2022-12-18,0.0,Beverages,117254143.0,0.0,0.0,58093868.75,12,50
Mississippi,168,2022-12-25,0.0,Beverages,0.0,124153469.0,0.0,58093868.75,12,51
Mississippi,169,2023-01-01,112027974.0,Beverages,0.0,0.0,128096228.0,58093868.75,1,52
Mississippi,170,2023-01-08,112685742.0,Beverages,112027974.0,0.0,129274780.0,57320529.25,1,1
Mississippi,171,2023-01-15,0.0,Beverages,112685742.0,0.0,0.0,56178429.0,1,2
Mississippi,172,2023-01-22,0.0,Beverages,0.0,115121332.0,0.0,56178429.0,1,3
Mississippi,173,2023-01-29,0.0,Beverages,0.0,117254143.0,136207450.0,56178429.0,1,4
Mississippi,174,2023-02-05,114310973.0,Beverages,0.0,0.0,130807997.0,28171435.5,2,5
Mississippi,175,2023-02-12,116622414.0,Beverages,114310973.0,0.0,0.0,28577743.25,2,6
Mississippi,176,2023-02-19,0.0,Beverages,116622414.0,112027974.0,0.0,57733346.75,2,7
Mississippi,177,2023-02-26,0.0,Beverages,0.0,112685742.0,0.0,57733346.75,2,8
Mississippi,178,2023-03-05,125689687.0,Beverages,0.0,0.0,137049614.0,57733346.75,3,9
Mississippi,179,2023-03-12,129739899.0,Beverages,125689687.0,0.0,0.0,60578025.25,3,10
Mississippi,180,2023-03-19,0.0,Beverages,129739899.0,0.0,0.0,63857396.5,3,11
Mississippi,181,2023-03-26,0.0,Beverages,0.0,114310973.0,0.0,63857396.5,3,12
Mississippi,182,2023-04-02,126251456.0,Beverages,0.0,116622414.0,138658756.0,63857396.5,4,13
Mississippi,183,2023-04-09,122958103.0,Beverages,126251456.0,0.0,133104584.0,63997838.75,4,14
Mississippi,184,2023-04-16,0.0,Beverages,122958103.0,0.0,0.0,62302389.75,4,15
Mississippi,185,2023-04-23,0.0,Beverages,0.0,125689687.0,0.0,62302389.75,4,16
Mississippi,186,2023-04-30,0.0,Beverages,0.0,129739899.0,129796112.0,62302389.75,4,17
Mississippi,187,2023-05-07,132113210.0,Beverages,0.0,0.0,130359054.0,30739525.75,5,18
Missouri,30,2020-05-03,118208045.0,Beverages,0.0,0.0,111888230.0,56346617.5,5,18
Missouri,31,2020-05-10,116614554.0,Beverages,118208045.0,0.0,0.0,57752733.75,5,19
Missouri,32,2020-05-17,0.0,Beverages,116614554.0,0.0,0.0,58705649.75,5,20
Missouri,33,2020-05-24,0.0,Beverages,0.0,112583580.0,0.0,58705649.75,5,21
Missouri,34,2020-05-31,0.0,Beverages,0.0,112802890.0,102216389.0,58705649.75,5,22
Missouri,35,2020-06-07,127937538.0,Beverages,0.0,0.0,102978285.0,29153638.5,6,23
Missouri,36,2020-06-14,0.0,Beverages,127937538.0,0.0,0.0,31984384.5,6,24
Missouri,37,2020-06-21,0.0,Beverages,0.0,118208045.0,0.0,31984384.5,6,25
Missouri,38,2020-06-28,0.0,Beverages,0.0,116614554.0,101366118.0,31984384.5,6,26
Missouri,39,2020-07-05,133882926.0,Beverages,0.0,0.0,101956161.0,31984384.5,7,27
Missouri,40,2020-07-12,126230431.0,Beverages,133882926.0,0.0,0.0,33470731.5,7,28
Missouri,41,2020-07-19,0.0,Beverages,126230431.0,0.0,0.0,65028339.25,7,29
Missouri,42,2020-07-26,0.0,Beverages,0.0,127937538.0,0.0,65028339.25,7,30
Missouri,43,2020-08-02,120643198.0,Beverages,0.0,0.0,100260344.0,65028339.25,8,31
Missouri,44,2020-08-09,122345675.0,Beverages,120643198.0,0.0,101623052.0,61718407.25,8,32
Missouri,45,2020-08-16,0.0,Beverages,122345675.0,0.0,0.0,60747218.25,8,33
Missouri,46,2020-08-23,0.0,Beverages,0.0,133882926.0,0.0,60747218.25,8,34
Missouri,47,2020-08-30,0.0,Beverages,0.0,126230431.0,102451507.0,60747218.25,8,35
Missouri,48,2020-09-06,122107584.0,Beverages,0.0,0.0,97937045.0,30586418.75,9,36
Missouri,49,2020-09-13,0.0,Beverages,122107584.0,0.0,0.0,30526896.0,9,37
Missouri,50,2020-09-20,0.0,Beverages,0.0,120643198.0,0.0,30526896.0,9,38
Missouri,51,2020-09-27,0.0,Beverages,0.0,122345675.0,106212849.0,30526896.0,9,39
Missouri,52,2020-10-04,115285442.0,Beverages,0.0,0.0,107370254.0,30526896.0,10,40
Missouri,53,2020-10-11,115422860.0,Beverages,115285442.0,0.0,0.0,28821360.5,10,41
Missouri,54,2020-10-18,0.0,Beverages,115422860.0,0.0,0.0,57677075.5,10,42
Missouri,55,2020-10-25,0.0,Beverages,0.0,122107584.0,0.0,57677075.5,10,43
Missouri,56,2020-11-01,108363219.0,Beverages,0.0,0.0,112583580.0,57677075.5,11,44
Missouri,57,2020-11-08,112621860.0,Beverages,108363219.0,0.0,112802890.0,55946519.75,11,45
Missouri,58,2020-11-15,0.0,Beverages,112621860.0,0.0,0.0,55246269.75,11,46
Missouri,59,2020-11-22,0.0,Beverages,0.0,115285442.0,0.0,55246269.75,11,47
Missouri,60,2020-11-29,0.0,Beverages,0.0,115422860.0,118208045.0,55246269.75,11,48
Missouri,61,2020-12-06,108184374.0,Beverages,0.0,0.0,116614554.0,28155465.0,12,49
Missouri,62,2020-12-13,0.0,Beverages,108184374.0,0.0,0.0,27046093.5,12,50
Missouri,63,2020-12-20,0.0,Beverages,0.0,108363219.0,0.0,27046093.5,12,51
Missouri,64,2020-12-27,0.0,Beverages,0.0,112621860.0,0.0,27046093.5,12,52
Missouri,65,2021-01-03,108200137.0,Beverages,0.0,0.0,127937538.0,27046093.5,1,53
Missouri,66,2021-01-10,108211246.0,Beverages,108200137.0,0.0,0.0,27050034.25,1,1
Missouri,67,2021-01-17,0.0,Beverages,108211246.0,0.0,0.0,54102845.75,1,2
Missouri,68,2021-01-24,0.0,Beverages,0.0,108184374.0,0.0,54102845.75,1,3
Missouri,69,2021-01-31,0.0,Beverages,0.0,0.0,133882926.0,54102845.75,1,4
Missouri,70,2021-02-07,109879804.0,Beverages,0.0,0.0,126230431.0,27052811.5,2,5
Missouri,71,2021-02-14,0.0,Beverages,109879804.0,0.0,0.0,27469951.0,2,6
Missouri,72,2021-02-21,0.0,Beverages,0.0,108200137.0,0.0,27469951.0,2,7
Missouri,73,2021-02-28,0.0,Beverages,0.0,108211246.0,120643198.0,27469951.0,2,8
Missouri,74,2021-03-07,118309710.0,Beverages,0.0,0.0,122345675.0,27469951.0,3,9
Missouri,75,2021-03-14,0.0,Beverages,118309710.0,0.0,0.0,29577427.5,3,10
Missouri,76,2021-03-21,0.0,Beverages,0.0,0.0,0.0,29577427.5,3,11
Missouri,77,2021-03-28,0.0,Beverages,0.0,109879804.0,0.0,29577427.5,3,12
Missouri,78,2021-04-04,124240001.0,Beverages,0.0,0.0,122107584.0,29577427.5,4,13
Missouri,79,2021-04-11,121180874.0,Beverages,124240001.0,0.0,0.0,31060000.25,4,14
Missouri,80,2021-04-18,0.0,Beverages,121180874.0,0.0,0.0,61355218.75,4,15
Missouri,81,2021-04-25,0.0,Beverages,0.0,118309710.0,0.0,61355218.75,4,16
Missouri,82,2021-05-02,130134582.0,Beverages,0.0,0.0,115285442.0,61355218.75,5,17
Missouri,83,2021-05-09,127252315.0,Beverages,130134582.0,0.0,115422860.0,62828864.0,5,18
Missouri,84,2021-05-16,0.0,Beverages,127252315.0,0.0,0.0,64346724.25,5,19
Missouri,85,2021-05-23,0.0,Beverages,0.0,124240001.0,0.0,64346724.25,5,20
Missouri,86,2021-05-30,0.0,Beverages,0.0,121180874.0,108363219.0,64346724.25,5,21
Missouri,87,2021-06-06,135533682.0,Beverages,0.0,0.0,112621860.0,31813078.75,6,22
Missouri,88,2021-06-13,0.0,Beverages,135533682.0,0.0,0.0,33883420.5,6,23
Missouri,89,2021-06-20,0.0,Beverages,0.0,130134582.0,0.0,33883420.5,6,24
Missouri,90,2021-06-27,0.0,Beverages,0.0,127252315.0,0.0,33883420.5,6,25
Missouri,91,2021-07-04,141538918.0,Beverages,0.0,0.0,108184374.0,33883420.5,7,26
Missouri,92,2021-07-11,136230611.0,Beverages,141538918.0,0.0,0.0,35384729.5,7,27
Missouri,93,2021-07-18,0.0,Beverages,136230611.0,0.0,0.0,69442382.25,7,28
Missouri,94,2021-07-25,0.0,Beverages,0.0,135533682.0,0.0,69442382.25,7,29
Missouri,95,2021-08-01,132578371.0,Beverages,0.0,0.0,108200137.0,69442382.25,8,30
Missouri,96,2021-08-08,132526729.0,Beverages,132578371.0,0.0,108211246.0,67202245.5,8,31
Missouri,97,2021-08-15,0.0,Beverages,132526729.0,0.0,0.0,66276275.0,8,32
Missouri,98,2021-08-22,0.0,Beverages,0.0,141538918.0,0.0,66276275.0,8,33
Missouri,99,2021-08-29,0.0,Beverages,0.0,136230611.0,0.0,66276275.0,8,34
Missouri,100,2021-09-05,135476496.0,Beverages,0.0,0.0,109879804.0,33131682.25,9,35
Missouri,101,2021-09-12,129961771.0,Beverages,135476496.0,0.0,0.0,33869124.0,9,36
Missouri,102,2021-09-19,0.0,Beverages,129961771.0,132578371.0,0.0,66359566.75,9,37
Missouri,103,2021-09-26,0.0,Beverages,0.0,132526729.0,0.0,66359566.75,9,38
Missouri,104,2021-10-03,182835643.0,Beverages,0.0,0.0,118309710.0,66359566.75,10,39
Missouri,105,2021-10-10,180974727.0,Beverages,182835643.0,0.0,0.0,78199353.5,10,40
Missouri,106,2021-10-17,0.0,Beverages,180974727.0,0.0,0.0,90952592.5,10,41
Missouri,107,2021-10-24,0.0,Beverages,0.0,135476496.0,0.0,90952592.5,10,42
Missouri,108,2021-10-31,0.0,Beverages,0.0,129961771.0,124240001.0,90952592.5,10,43
Missouri,109,2021-11-07,173301229.0,Beverages,0.0,0.0,121180874.0,45243681.75,11,44
Missouri,110,2021-11-14,0.0,Beverages,173301229.0,0.0,0.0,43325307.25,11,45
Missouri,111,2021-11-21,0.0,Beverages,0.0,182835643.0,0.0,43325307.25,11,46
Missouri,112,2021-11-28,0.0,Beverages,0.0,180974727.0,130134582.0,43325307.25,11,47
Missouri,113,2021-12-05,169212857.0,Beverages,0.0,0.0,127252315.0,43325307.25,12,48
Missouri,114,2021-12-12,172977942.0,Beverages,169212857.0,0.0,0.0,42303214.25,12,49
Missouri,115,2021-12-19,0.0,Beverages,172977942.0,0.0,0.0,85547699.75,12,50
Missouri,116,2021-12-26,0.0,Beverages,0.0,173301229.0,0.0,85547699.75,12,51
Missouri,117,2022-01-02,167821565.0,Beverages,0.0,0.0,135533682.0,85547699.75,1,52
Missouri,118,2022-01-09,165807188.0,Beverages,167821565.0,0.0,0.0,85199876.75,1,1
Missouri,119,2022-01-16,0.0,Beverages,165807188.0,0.0,0.0,83407188.25,1,2
Missouri,120,2022-01-23,0.0,Beverages,0.0,169212857.0,0.0,83407188.25,1,3
Missouri,121,2022-01-30,0.0,Beverages,0.0,172977942.0,141538918.0,83407188.25,1,4
Missouri,122,2022-02-06,166723310.0,Beverages,0.0,0.0,136230611.0,41451797.0,2,5
Missouri,123,2022-02-13,0.0,Beverages,166723310.0,0.0,0.0,41680827.5,2,6
Missouri,124,2022-02-20,0.0,Beverages,0.0,167821565.0,0.0,41680827.5,2,7
Missouri,125,2022-02-27,0.0,Beverages,0.0,165807188.0,132578371.0,41680827.5,2,8
Missouri,126,2022-03-06,178493196.0,Beverages,0.0,0.0,132526729.0,41680827.5,3,9
Missouri,127,2022-03-13,0.0,Beverages,178493196.0,0.0,0.0,44623299.0,3,10
Missouri,128,2022-03-20,0.0,Beverages,0.0,0.0,0.0,44623299.0,3,11
Missouri,129,2022-03-27,0.0,Beverages,0.0,166723310.0,0.0,44623299.0,3,12
Missouri,130,2022-04-03,185211544.0,Beverages,0.0,0.0,135476496.0,44623299.0,4,13
Missouri,131,2022-04-10,186091612.0,Beverages,185211544.0,0.0,129961771.0,46302886.0,4,14
Missouri,132,2022-04-17,0.0,Beverages,186091612.0,0.0,0.0,92825789.0,4,15
Missouri,133,2022-04-24,0.0,Beverages,0.0,178493196.0,0.0,92825789.0,4,16
Missouri,134,2022-05-01,188196566.0,Beverages,0.0,0.0,182835643.0,92825789.0,5,17
Missouri,135,2022-05-08,185103534.0,Beverages,188196566.0,0.0,180974727.0,93572044.5,5,18
Missouri,136,2022-05-15,0.0,Beverages,185103534.0,0.0,0.0,93325025.0,5,19
Missouri,137,2022-05-22,0.0,Beverages,0.0,185211544.0,0.0,93325025.0,5,20
Missouri,138,2022-05-29,0.0,Beverages,0.0,186091612.0,0.0,93325025.0,5,21
Missouri,139,2022-06-05,196704224.0,Beverages,0.0,0.0,173301229.0,46275883.5,6,22
Missouri,140,2022-06-12,201898217.0,Beverages,196704224.0,0.0,0.0,49176056.0,6,23
Missouri,141,2022-06-19,0.0,Beverages,201898217.0,188196566.0,0.0,99650610.25,6,24
Missouri,142,2022-06-26,0.0,Beverages,0.0,185103534.0,0.0,99650610.25,6,25
Missouri,143,2022-07-03,213912739.0,Beverages,0.0,0.0,169212857.0,99650610.25,7,26
Missouri,144,2022-07-10,204171407.0,Beverages,213912739.0,0.0,172977942.0,103952739.0,7,27
Missouri,145,2022-07-17,0.0,Beverages,204171407.0,0.0,0.0,104521036.5,7,28
Missouri,146,2022-07-24,0.0,Beverages,0.0,196704224.0,0.0,104521036.5,7,29
Missouri,147,2022-07-31,0.0,Beverages,0.0,201898217.0,167821565.0,104521036.5,7,30
Missouri,148,2022-08-07,203997668.0,Beverages,0.0,0.0,165807188.0,51042851.75,8,31
Missouri,149,2022-08-14,0.0,Beverages,203997668.0,0.0,0.0,50999417.0,8,32
Missouri,150,2022-08-21,0.0,Beverages,0.0,213912739.0,0.0,50999417.0,8,33
Missouri,151,2022-08-28,0.0,Beverages,0.0,204171407.0,0.0,50999417.0,8,34
Missouri,152,2022-09-04,202748924.0,Beverages,0.0,0.0,166723310.0,50999417.0,9,35
